Dataset,Rule,support,confidence
compas,"{'juv_fel=0', 'n_recidive', 'priors_Few', 'juv_misd=0', 'male'} -> {'risk_low'}",0.193,0.989
compas,"{'priors_No', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.188,0.989
compas,"{'priors_No', 'n_recidive'} -> {'risk_low'}",0.188,0.989
compas,"{'priors_No', 'juv_misd=0', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.188,0.989
compas,"{'priors_No', 'juv_misd=0', 'n_recidive'} -> {'risk_low'}",0.188,0.989
compas,"{'priors_Few', 'c_felony'} -> {'risk_low'}",0.327,0.989
compas,"{'priors_Few', 'recidive', 'c_felony'} -> {'risk_low'}",0.164,0.987
compas,"{'priors_Few', 'white', 'male'} -> {'risk_low'}",0.17,0.984
compas,"{'priors_Few', 'white', 'juv_fel=0', 'male'} -> {'risk_low'}",0.166,0.984
compas,"{'juv_misd=0', 'priors_Few', 'white', 'male'} -> {'risk_low'}",0.16,0.983
compas,"{'white', 'juv_fel=0', 'priors_Few', 'juv_misd=0', 'male'} -> {'risk_low'}",0.158,0.983
compas,"{'priors_Few', 'white'} -> {'risk_low'}",0.207,0.982
compas,"{'priors_Few', 'white', 'juv_fel=0'} -> {'risk_low'}",0.203,0.982
compas,"{'n_recidive', 'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.172,0.981
compas,"{'juv_misd=0', 'priors_Few', 'white'} -> {'risk_low'}",0.197,0.981
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.169,0.981
compas,"{'juv_misd=0', 'priors_Few', 'white', 'juv_fel=0'} -> {'risk_low'}",0.195,0.981
compas,"{'n_recidive', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.176,0.976
compas,"{'n_recidive', 'c_misdemeanor', 'juv_misd=0'} -> {'risk_low'}",0.191,0.975
compas,"{'n_recidive', 'c_misdemeanor', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.189,0.975
compas,"{'n_recidive', 'Age (decade)_20.0'} -> {'risk_low'}",0.179,0.974
compas,"{'n_recidive', 'c_misdemeanor', 'juv_fel=0'} -> {'risk_low'}",0.191,0.97
compas,"{'n_recidive', 'c_misdemeanor'} -> {'risk_low'}",0.193,0.967
compas,"{'juv_misd=0', 'white', 'n_recidive'} -> {'risk_low'}",0.222,0.962
compas,"{'juv_misd=0', 'white', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.221,0.962
compas,"{'n_recidive', 'white'} -> {'risk_low'}",0.223,0.96
compas,"{'n_recidive', 'white', 'juv_fel=0'} -> {'risk_low'}",0.223,0.96
compas,"{'juv_misd=0', 'white', 'n_recidive', 'male'} -> {'risk_low'}",0.168,0.96
compas,"{'white', 'juv_fel=0', 'n_recidive', 'juv_misd=0', 'male'} -> {'risk_low'}",0.167,0.96
compas,"{'n_recidive', 'white', 'male'} -> {'risk_low'}",0.17,0.957
compas,"{'n_recidive', 'white', 'juv_fel=0', 'male'} -> {'risk_low'}",0.169,0.957
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.452,0.936
compas,"{'juv_misd=0', 'c_misdemeanor', 'white'} -> {'risk_low'}",0.151,0.936
compas,"{'juv_misd=0', 'c_misdemeanor', 'white', 'juv_fel=0'} -> {'risk_low'}",0.15,0.936
compas,"{'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.456,0.935
compas,"{'c_misdemeanor', 'white'} -> {'risk_low'}",0.154,0.934
compas,"{'c_misdemeanor', 'white', 'juv_fel=0'} -> {'risk_low'}",0.153,0.934
compas,"{'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.461,0.928
compas,{'n_recidive'} -> {'risk_low'},0.466,0.926
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'male'} -> {'risk_low'}",0.344,0.926
compas,"{'n_recidive', 'juv_misd=0', 'male'} -> {'risk_low'}",0.349,0.924
compas,"{'n_recidive', 'juv_fel=0', 'male'} -> {'risk_low'}",0.352,0.917
compas,"{'n_recidive', 'male'} -> {'risk_low'}",0.357,0.914
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'n_white'} -> {'risk_low'}",0.231,0.912
compas,"{'n_recidive', 'juv_fel=0', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.263,0.91
compas,"{'c_misdemeanor', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.301,0.91
compas,"{'n_white', 'juv_misd=0', 'n_recidive'} -> {'risk_low'}",0.235,0.91
compas,"{'juv_misd=0', 'white', 'juv_fel=0', 'male'} -> {'risk_low'}",0.27,0.909
compas,"{'n_recidive', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.266,0.907
compas,"{'juv_misd=0', 'white', 'juv_fel=0'} -> {'risk_low'}",0.351,0.906
compas,"{'white', 'juv_fel=0', 'male'} -> {'risk_low'}",0.28,0.905
compas,"{'juv_misd=0', 'white', 'male'} -> {'risk_low'}",0.273,0.905
compas,"{'c_misdemeanor', 'juv_misd=0'} -> {'risk_low'}",0.305,0.904
compas,"{'white', 'juv_fel=0'} -> {'risk_low'}",0.361,0.904
compas,"{'juv_misd=0', 'white'} -> {'risk_low'}",0.354,0.903
compas,"{'white', 'male'} -> {'risk_low'}",0.283,0.902
compas,"{'juv_misd=0', 'female'} -> {'risk_low'}",0.173,0.901
compas,{'white'} -> {'risk_low'},0.364,0.901
compas,"{'n_recidive', 'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.27,0.901
compas,"{'juv_misd=0', 'female', 'juv_fel=0'} -> {'risk_low'}",0.172,0.901
compas,"{'n_recidive', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.238,0.9
compas,"{'c_felony', 'juv_fel=0', 'n_recidive', 'juv_misd=0', 'male'} -> {'risk_low'}",0.209,0.9
compas,"{'c_misdemeanor', 'juv_fel=0'} -> {'risk_low'}",0.312,0.898
compas,"{'n_recidive', 'c_felony'} -> {'risk_low'}",0.273,0.898
compas,"{'c_misdemeanor', 'juv_misd=0', 'juv_fel=0', 'male'} -> {'risk_low'}",0.228,0.897
compas,"{'n_recidive', 'juv_misd=0', 'c_felony', 'male'} -> {'risk_low'}",0.211,0.896
compas,"{'n_recidive', 'n_white'} -> {'risk_low'}",0.243,0.896
compas,"{'juv_fel=0', 'n_recidive', 'juv_misd=0', 'n_white', 'male'} -> {'risk_low'}",0.177,0.896
compas,"{'juv_misd=0', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.322,0.893
compas,"{'n_recidive', 'juv_misd=0', 'n_white', 'male'} -> {'risk_low'}",0.18,0.893
compas,{'female'} -> {'risk_low'},0.176,0.893
compas,"{'white', 'c_felony', 'juv_fel=0', 'juv_misd=0', 'male'} -> {'risk_low'}",0.162,0.892
compas,"{'female', 'juv_fel=0'} -> {'risk_low'}",0.175,0.892
compas,{'c_misdemeanor'} -> {'risk_low'},0.316,0.891
compas,"{'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.336,0.891
compas,"{'n_recidive', 'juv_fel=0', 'c_felony', 'male'} -> {'risk_low'}",0.214,0.89
compas,"{'c_misdemeanor', 'juv_misd=0', 'male'} -> {'risk_low'}",0.231,0.89
compas,"{'juv_fel=0', 'white', 'c_felony', 'male'} -> {'risk_low'}",0.168,0.888
compas,"{'n_recidive', 'c_felony', 'male'} -> {'risk_low'}",0.217,0.887
compas,"{'n_white', 'c_misdemeanor', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.151,0.886
compas,"{'juv_misd=0', 'white', 'c_felony', 'male'} -> {'risk_low'}",0.164,0.886
compas,"{'juv_misd=0', 'juv_fel=0', 'white', 'c_felony'} -> {'risk_low'}",0.201,0.885
compas,"{'c_misdemeanor', 'juv_fel=0', 'male'} -> {'risk_low'}",0.237,0.885
compas,"{'white', 'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.208,0.882
compas,"{'n_recidive', 'n_white', 'juv_fel=0', 'male'} -> {'risk_low'}",0.183,0.882
compas,"{'white', 'c_felony', 'male'} -> {'risk_low'}",0.17,0.882
compas,"{'male', 'juv_misd=0', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.251,0.88
compas,"{'juv_misd=0', 'white', 'c_felony'} -> {'risk_low'}",0.203,0.88
compas,"{'n_white', 'juv_misd=0', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.215,0.88
compas,"{'juv_misd=0', 'n_white', 'Age (decade)_20.0'} -> {'risk_low'}",0.226,0.878
compas,"{'n_recidive', 'n_white', 'male'} -> {'risk_low'}",0.187,0.878
compas,"{'white', 'c_felony'} -> {'risk_low'}",0.21,0.878
compas,"{'male', 'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.263,0.877
compas,"{'c_misdemeanor', 'male'} -> {'risk_low'}",0.242,0.876
compas,"{'juv_misd=0', 'c_misdemeanor', 'n_white'} -> {'risk_low'}",0.154,0.874
compas,"{'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.35,0.873
compas,"{'juv_fel=0', 'juv_misd=0', 'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.21,0.872
compas,"{'juv_misd=0', 'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.22,0.868
compas,{'Age (decade)_20.0'} -> {'risk_low'},0.365,0.867
compas,"{'c_misdemeanor', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.158,0.866
compas,"{'juv_fel=0', 'Age (decade)_20.0', 'n_white', 'juv_misd=0', 'male'} -> {'risk_low'}",0.168,0.861
compas,"{'c_felony', 'Age (decade)_20.0', 'juv_fel=0', 'juv_misd=0', 'male'} -> {'risk_low'}",0.167,0.86
compas,"{'n_recidive', 'n_white', 'c_felony'} -> {'risk_low'}",0.152,0.859
compas,"{'male', 'juv_misd=0', 'n_white', 'Age (decade)_20.0'} -> {'risk_low'}",0.178,0.859
compas,"{'male', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.277,0.857
compas,"{'male', 'juv_misd=0', 'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.176,0.855
compas,"{'c_misdemeanor', 'n_white'} -> {'risk_low'}",0.162,0.854
compas,"{'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.772,0.853
compas,"{'n_white', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.236,0.853
compas,"{'male', 'Age (decade)_20.0'} -> {'risk_low'}",0.291,0.851
compas,"{'c_felony', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.229,0.849
compas,"{'n_white', 'Age (decade)_20.0'} -> {'risk_low'}",0.248,0.847
compas,{'juv_misd=0'} -> {'risk_low'},0.789,0.845
compas,"{'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.241,0.843
compas,"{'juv_misd=0', 'juv_fel=0', 'male'} -> {'risk_low'}",0.6,0.841
compas,{'juv_fel=0'} -> {'risk_low'},0.805,0.836
compas,"{'male', 'juv_fel=0', 'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.185,0.834
compas,"{'male', 'n_white', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.187,0.831
compas,"{'juv_misd=0', 'male'} -> {'risk_low'}",0.616,0.83
compas,"{'male', 'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.196,0.826
compas,"{'male', 'n_white', 'Age (decade)_20.0'} -> {'risk_low'}",0.198,0.824
compas,"{'juv_fel=0', 'male'} -> {'risk_low'}",0.63,0.822
compas,"{'juv_fel=0', 'n_white', 'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.155,0.822
compas,"{'juv_misd=0', 'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.47,0.82
compas,"{'n_white', 'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.165,0.815
compas,"{'juv_misd=0', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.421,0.813
compas,"{'recidive', 'juv_misd=0', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.153,0.813
compas,"{'juv_misd=0', 'recidive', 'Age (decade)_20.0'} -> {'risk_low'}",0.164,0.812
compas,"{'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.484,0.811
compas,"{'juv_fel=0', 'juv_misd=0', 'c_felony', 'male'} -> {'risk_low'}",0.372,0.809
compas,{'male'} -> {'risk_low'},0.649,0.808
compas,"{'juv_misd=0', 'n_white'} -> {'risk_low'}",0.435,0.802
compas,"{'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.493,0.801
