Dataset,Rule,support,confidence
compas,"{'juv_fel=0', 'recidive', 'c_felony', 'priors_Many'} -> {'risk_high'}",0.105,1.0
compas,"{'juv_fel=0', 'recidive', 'priors_Many'} -> {'risk_high'}",0.136,1.0
compas,"{'recidive', 'priors_Many'} -> {'risk_high'}",0.156,1.0
compas,"{'recidive', 'juv_misd=0', 'priors_Many'} -> {'risk_high'}",0.127,1.0
compas,"{'male', 'recidive', 'priors_Few', 'n_white'} -> {'risk_high'}",0.133,0.996
compas,"{'male', 'juv_fel=0', 'n_white', 'recidive', 'priors_Few'} -> {'risk_high'}",0.125,0.996
compas,"{'male', 'n_white', 'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.121,0.996
compas,"{'male', 'juv_fel=0', 'n_white', 'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.114,0.995
compas,"{'priors_Few', 'recidive', 'c_felony', 'n_white'} -> {'risk_high'}",0.109,0.995
compas,"{'juv_fel=0', 'n_white', 'priors_Few', 'recidive', 'c_felony'} -> {'risk_high'}",0.101,0.995
compas,"{'recidive', 'priors_Few', 'n_white'} -> {'risk_high'}",0.152,0.993
compas,"{'juv_fel=0', 'recidive', 'priors_Few', 'n_white'} -> {'risk_high'}",0.144,0.993
compas,"{'recidive', 'priors_Few', 'juv_misd=0', 'n_white'} -> {'risk_high'}",0.14,0.992
compas,"{'juv_fel=0', 'n_recidive', 'priors_Few', 'n_white'} -> {'risk_low'}",0.132,0.992
compas,"{'juv_fel=0', 'n_white', 'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.132,0.992
compas,"{'male', 'juv_fel=0', 'n_recidive', 'n_white', 'priors_Few'} -> {'risk_low'}",0.102,0.989
compas,"{'n_recidive', 'juv_misd=0', 'n_white'} -> {'risk_low'}",0.244,0.987
compas,"{'n_recidive', 'c_felony', 'juv_misd=0', 'n_white'} -> {'risk_low'}",0.157,0.986
compas,"{'juv_fel=0', 'n_recidive', 'c_felony', 'n_white'} -> {'risk_low'}",0.157,0.983
compas,"{'male', 'n_recidive', 'juv_misd=0', 'n_white'} -> {'risk_low'}",0.185,0.983
compas,"{'male', 'juv_fel=0', 'n_recidive', 'n_white', 'c_felony'} -> {'risk_low'}",0.121,0.982
compas,"{'male', 'n_recidive', 'n_white', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.12,0.982
compas,"{'juv_fel=0', 'n_recidive', 'n_white'} -> {'risk_low'}",0.248,0.981
compas,"{'n_recidive', 'priors_Few', 'n_white'} -> {'risk_low'}",0.134,0.98
compas,"{'male', 'n_recidive', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.188,0.977
compas,"{'male', 'n_recidive', 'priors_Few', 'n_white'} -> {'risk_low'}",0.103,0.974
compas,"{'n_recidive', 'c_felony', 'n_white'} -> {'risk_low'}",0.159,0.958
compas,"{'n_recidive', 'n_white'} -> {'risk_low'}",0.249,0.952
compas,"{'male', 'n_recidive', 'c_felony', 'n_white'} -> {'risk_low'}",0.122,0.95
compas,"{'male', 'n_recidive', 'n_white'} -> {'risk_low'}",0.189,0.941
compas,"{'male', 'recidive', 'priors_Few', 'Age (decade)_20.0'} -> {'risk_high'}",0.111,0.936
compas,"{'male', 'juv_fel=0', 'Age (decade)_20.0', 'recidive', 'priors_Few'} -> {'risk_high'}",0.104,0.932
compas,"{'male', 'priors_Few', 'recidive', 'c_felony'} -> {'risk_high'}",0.136,0.93
compas,"{'Age (decade)_20.0', 'priors_No'} -> {'risk_low'}",0.121,0.929
compas,"{'Age (decade)_20.0', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.121,0.929
compas,"{'juv_fel=0', 'priors_No', 'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.121,0.929
compas,"{'Age (decade)_20.0', 'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.121,0.929
compas,"{'male', 'juv_fel=0', 'priors_Few', 'recidive', 'c_felony'} -> {'risk_high'}",0.127,0.925
compas,"{'male', 'recidive', 'priors_Few'} -> {'risk_high'}",0.196,0.923
compas,"{'male', 'priors_Few', 'recidive', 'c_felony', 'juv_misd=0'} -> {'risk_high'}",0.123,0.923
compas,"{'c_misdemeanor', 'priors_No'} -> {'risk_low'}",0.112,0.92
compas,"{'juv_fel=0', 'c_misdemeanor', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.112,0.92
compas,"{'juv_fel=0', 'c_misdemeanor', 'priors_No'} -> {'risk_low'}",0.112,0.92
compas,"{'c_misdemeanor', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.112,0.92
compas,"{'male', 'recidive', 'priors_Few', 'juv_fel=0'} -> {'risk_high'}",0.186,0.92
compas,"{'Age (decade)_20.0', 'recidive', 'priors_Few'} -> {'risk_high'}",0.129,0.919
compas,"{'recidive', 'priors_Few', 'c_felony'} -> {'risk_high'}",0.159,0.919
compas,"{'juv_fel=0', 'n_recidive', 'priors_No'} -> {'risk_low'}",0.165,0.919
compas,"{'juv_fel=0', 'n_recidive', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.165,0.919
compas,"{'n_recidive', 'priors_No'} -> {'risk_low'}",0.165,0.919
compas,"{'n_recidive', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.165,0.919
compas,"{'male', 'juv_fel=0', 'priors_Few', 'recidive', 'c_felony', 'juv_misd=0'} -> {'risk_high'}",0.115,0.918
compas,"{'male', 'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.178,0.916
compas,"{'juv_fel=0', 'recidive', 'priors_Few', 'Age (decade)_20.0'} -> {'risk_high'}",0.121,0.914
compas,"{'juv_fel=0', 'priors_Few', 'recidive', 'c_felony'} -> {'risk_high'}",0.15,0.914
compas,{'priors_No'} -> {'risk_low'},0.252,0.914
compas,"{'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.252,0.914
compas,"{'juv_fel=0', 'priors_No'} -> {'risk_low'}",0.252,0.914
compas,"{'juv_fel=0', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.252,0.914
compas,"{'male', 'juv_fel=0', 'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.169,0.912
compas,"{'priors_Few', 'recidive', 'c_felony', 'juv_misd=0'} -> {'risk_high'}",0.146,0.912
compas,"{'juv_fel=0', 'c_felony', 'priors_No'} -> {'risk_low'}",0.14,0.908
compas,"{'juv_fel=0', 'c_felony', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.14,0.908
compas,"{'c_felony', 'priors_No'} -> {'risk_low'}",0.14,0.908
compas,"{'c_felony', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.14,0.908
compas,"{'male', 'n_recidive', 'priors_No'} -> {'risk_low'}",0.118,0.908
compas,"{'male', 'n_recidive', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.118,0.908
compas,"{'male', 'n_recidive', 'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.118,0.908
compas,"{'male', 'juv_fel=0', 'n_recidive', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.118,0.908
compas,"{'recidive', 'priors_Few'} -> {'risk_high'}",0.229,0.908
compas,"{'male', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.186,0.908
compas,"{'male', 'priors_No'} -> {'risk_low'}",0.186,0.908
compas,"{'male', 'priors_No', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.186,0.908
compas,"{'male', 'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.186,0.908
compas,"{'juv_fel=0', 'priors_Few', 'recidive', 'c_felony', 'juv_misd=0'} -> {'risk_high'}",0.137,0.907
compas,"{'Age (decade)_20.0', 'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.11,0.906
compas,"{'juv_fel=0', 'recidive', 'priors_Few'} -> {'risk_high'}",0.218,0.904
compas,"{'juv_fel=0', 'Age (decade)_20.0', 'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.103,0.9
compas,"{'male', 'c_felony', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.107,0.9
compas,"{'male', 'juv_fel=0', 'priors_No', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.107,0.9
compas,"{'male', 'c_felony', 'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.107,0.9
compas,"{'male', 'c_felony', 'priors_No'} -> {'risk_low'}",0.107,0.9
compas,"{'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.209,0.9
compas,"{'juv_fel=0', 'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.199,0.895
compas,"{'juv_fel=0', 'n_recidive', 'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.147,0.889
compas,"{'Age (decade)_20.0', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.149,0.884
compas,"{'n_recidive', 'female'} -> {'risk_low'}",0.101,0.882
compas,"{'juv_fel=0', 'n_recidive', 'female'} -> {'risk_low'}",0.1,0.881
compas,"{'Age (decade)_20.0', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.152,0.87
compas,"{'male', 'recidive', 'c_felony', 'n_white'} -> {'risk_high'}",0.179,0.866
compas,"{'male', 'juv_fel=0', 'Age (decade)_20.0', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.108,0.866
compas,"{'juv_fel=0', 'c_misdemeanor', 'juv_misd=0', 'n_recidive'} -> {'risk_low'}",0.159,0.862
compas,"{'male', 'n_recidive', 'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.109,0.86
compas,"{'recidive', 'c_felony', 'n_white'} -> {'risk_high'}",0.202,0.855
compas,"{'n_recidive', 'juv_misd=0', 'c_misdemeanor'} -> {'risk_low'}",0.159,0.854
compas,"{'juv_fel=0', 'Age (decade)_30.0', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.111,0.854
compas,"{'Age (decade)_20.0', 'n_recidive'} -> {'risk_low'}",0.153,0.852
compas,"{'male', 'juv_fel=0', 'n_white', 'recidive', 'c_felony'} -> {'risk_high'}",0.159,0.852
compas,"{'juv_fel=0', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.402,0.85
compas,"{'male', 'recidive', 'n_white'} -> {'risk_high'}",0.239,0.85
compas,"{'juv_fel=0', 'n_recidive', 'c_misdemeanor'} -> {'risk_low'}",0.162,0.849
compas,"{'male', 'n_white', 'recidive', 'c_felony', 'juv_misd=0'} -> {'risk_high'}",0.151,0.845
compas,"{'male', 'n_recidive', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.112,0.844
compas,"{'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.403,0.844
compas,"{'juv_fel=0', 'n_recidive', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.243,0.842
compas,{'priors_Many'} -> {'risk_high'},0.184,0.842
compas,"{'male', 'juv_fel=0', 'n_recidive', 'c_misdemeanor', 'juv_misd=0'} -> {'risk_low'}",0.115,0.841
compas,"{'c_felony', 'priors_Many'} -> {'risk_high'}",0.138,0.841
compas,"{'juv_fel=0', 'recidive', 'c_felony', 'n_white'} -> {'risk_high'}",0.18,0.841
compas,"{'Age (decade)_30.0', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.111,0.84
compas,"{'male', 'c_felony', 'priors_Many'} -> {'risk_high'}",0.118,0.838
compas,"{'Age (decade)_30.0', 'recidive'} -> {'risk_high'}",0.118,0.838
compas,"{'male', 'priors_Many'} -> {'risk_high'}",0.159,0.837
compas,"{'n_recidive', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.244,0.837
compas,"{'male', 'n_recidive', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.302,0.837
compas,"{'juv_fel=0', 'n_recidive'} -> {'risk_low'}",0.407,0.836
compas,"{'male', 'recidive', 'n_white', 'juv_fel=0'} -> {'risk_high'}",0.215,0.836
compas,"{'n_recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.204,0.836
compas,"{'juv_fel=0', 'n_recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.202,0.834
compas,"{'recidive', 'n_white'} -> {'risk_high'}",0.27,0.834
compas,"{'priors_Few', 'n_recidive', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.131,0.834
compas,"{'recidive', 'c_felony', 'juv_misd=0', 'n_white'} -> {'risk_high'}",0.171,0.834
compas,"{'male', 'juv_fel=0', 'n_recidive', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.188,0.834
compas,"{'juv_fel=0', 'priors_No', 'white', 'juv_misd=0'} -> {'risk_low'}",0.119,0.833
compas,"{'juv_fel=0', 'priors_No', 'white'} -> {'risk_low'}",0.119,0.833
compas,"{'priors_No', 'white'} -> {'risk_low'}",0.119,0.833
compas,"{'priors_No', 'juv_misd=0', 'white'} -> {'risk_low'}",0.119,0.833
compas,"{'n_recidive', 'c_misdemeanor'} -> {'risk_low'}",0.162,0.832
compas,"{'juv_fel=0', 'n_recidive', 'priors_Few', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.129,0.832
compas,"{'male', 'juv_fel=0', 'n_white', 'recidive', 'c_felony', 'juv_misd=0'} -> {'risk_high'}",0.137,0.832
compas,"{'male', 'c_misdemeanor', 'juv_misd=0', 'n_recidive'} -> {'risk_low'}",0.115,0.831
compas,"{'male', 'recidive', 'juv_misd=0', 'n_white'} -> {'risk_high'}",0.204,0.829
compas,"{'male', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.304,0.828
compas,"{'juv_fel=0', 'n_recidive', 'priors_Few'} -> {'risk_low'}",0.207,0.828
compas,"{'juv_fel=0', 'n_recidive', 'c_felony'} -> {'risk_low'}",0.245,0.828
compas,"{'juv_fel=0', 'Age (decade)_30.0', 'recidive'} -> {'risk_high'}",0.109,0.827
compas,"{'male', 'c_misdemeanor', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.117,0.827
compas,"{'juv_fel=0', 'Age (decade)_30.0', 'n_recidive'} -> {'risk_low'}",0.111,0.827
compas,"{'male', 'n_recidive', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.189,0.827
compas,"{'male', 'recidive', 'c_felony'} -> {'risk_high'}",0.245,0.826
compas,"{'n_recidive', 'priors_Few'} -> {'risk_low'}",0.208,0.824
compas,"{'Age (decade)_20.0', 'recidive', 'c_felony', 'n_white'} -> {'risk_high'}",0.109,0.824
compas,{'n_recidive'} -> {'risk_low'},0.408,0.823
compas,"{'juv_fel=0', 'priors_Few', 'n_recidive', 'c_felony'} -> {'risk_low'}",0.131,0.823
compas,"{'male', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.306,0.822
compas,"{'male', 'n_recidive', 'Age (decade)_20.0'} -> {'risk_low'}",0.113,0.822
compas,"{'Age (decade)_30.0', 'recidive', 'juv_misd=0'} -> {'risk_high'}",0.105,0.822
compas,"{'juv_fel=0', 'c_felony', 'priors_Many'} -> {'risk_high'}",0.119,0.821
compas,"{'juv_fel=0', 'recidive', 'n_white'} -> {'risk_high'}",0.245,0.82
compas,"{'juv_fel=0', 'priors_Many'} -> {'risk_high'}",0.158,0.82
compas,"{'juv_fel=0', 'n_white', 'recidive', 'c_felony', 'juv_misd=0'} -> {'risk_high'}",0.156,0.82
compas,"{'male', 'n_recidive', 'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.19,0.82
compas,"{'male', 'n_recidive', 'priors_Few', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.101,0.819
compas,"{'n_recidive', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.132,0.819
compas,"{'male', 'n_recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.156,0.818
compas,"{'n_recidive', 'c_felony'} -> {'risk_low'}",0.247,0.817
compas,"{'male', 'juv_fel=0', 'n_recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.154,0.817
compas,"{'male', 'c_felony', 'priors_Many', 'juv_fel=0'} -> {'risk_high'}",0.1,0.815
compas,"{'male', 'juv_fel=0', 'n_white', 'recidive', 'juv_misd=0'} -> {'risk_high'}",0.186,0.815
compas,"{'recidive', 'c_felony'} -> {'risk_high'}",0.285,0.813
compas,"{'recidive', 'juv_misd=0', 'n_white'} -> {'risk_high'}",0.233,0.812
compas,"{'c_felony', 'juv_misd=0', 'priors_Many'} -> {'risk_high'}",0.11,0.812
compas,"{'male', 'priors_Many', 'juv_fel=0'} -> {'risk_high'}",0.133,0.812
compas,"{'male', 'recidive', 'c_felony', 'juv_fel=0'} -> {'risk_high'}",0.222,0.812
compas,"{'juv_misd=0', 'priors_Many'} -> {'risk_high'}",0.147,0.811
compas,"{'male', 'n_recidive', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.158,0.811
compas,"{'male', 'juv_fel=0', 'n_recidive', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.101,0.81
compas,"{'male', 'n_recidive', 'c_felony'} -> {'risk_low'}",0.191,0.805
compas,"{'male', 'n_recidive'} -> {'risk_low'}",0.307,0.805
compas,"{'male', 'n_recidive', 'c_misdemeanor'} -> {'risk_low'}",0.117,0.805
compas,"{'male', 'n_recidive', 'priors_Few'} -> {'risk_low'}",0.159,0.805
compas,"{'male', 'juv_misd=0', 'priors_Many'} -> {'risk_high'}",0.125,0.805
compas,"{'male', 'recidive', 'Age (decade)_20.0', 'n_white'} -> {'risk_high'}",0.127,0.805
compas,"{'male', 'priors_Few', 'n_recidive', 'c_felony'} -> {'risk_low'}",0.102,0.804
compas,"{'male', 'recidive', 'c_felony', 'juv_misd=0'} -> {'risk_high'}",0.211,0.804
compas,"{'Age (decade)_30.0', 'n_recidive'} -> {'risk_low'}",0.111,0.804
compas,"{'male', 'recidive', 'c_felony', 'Age (decade)_20.0'} -> {'risk_high'}",0.126,0.803
