Dataset,Rule,support,confidence
compas,"{'n_white', 'juv_misd=0', 'recidive', 'c_felony'} -> {'risk_high'}",0.199,1.0
compas,"{'juv_fel=0', 'n_white', 'recidive', 'c_felony'} -> {'risk_high'}",0.207,1.0
compas,"{'juv_misd=0', 'juv_fel=0', 'male', 'n_white', 'c_felony'} -> {'risk_high'}",0.279,1.0
compas,"{'n_white', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_high'}",0.181,1.0
compas,"{'juv_fel=0', 'n_white', 'priors_Few', 'c_felony'} -> {'risk_high'}",0.185,1.0
compas,"{'n_white', 'priors_Few', 'c_felony'} -> {'risk_high'}",0.198,1.0
compas,"{'priors_Few', 'juv_misd=0', 'juv_fel=0', 'male', 'n_white'} -> {'risk_high'}",0.197,1.0
compas,"{'male', 'n_white', 'priors_Few', 'juv_misd=0'} -> {'risk_high'}",0.208,1.0
compas,"{'juv_fel=0', 'male', 'n_white', 'priors_Few'} -> {'risk_high'}",0.215,1.0
compas,"{'juv_fel=0', 'male', 'n_white', 'Age (decade)_20.0', 'c_felony'} -> {'risk_high'}",0.158,1.0
compas,"{'Age (decade)_20.0', 'n_white', 'c_felony'} -> {'risk_high'}",0.202,1.0
compas,"{'juv_fel=0', 'n_white', 'Age (decade)_30.0'} -> {'risk_high'}",0.161,1.0
compas,"{'male', 'n_white', 'priors_Many'} -> {'risk_high'}",0.158,1.0
compas,"{'juv_fel=0', 'n_white', 'n_recidive', 'c_felony'} -> {'risk_high'}",0.173,1.0
compas,"{'n_white', 'juv_misd=0', 'Age (decade)_30.0'} -> {'risk_high'}",0.154,1.0
compas,"{'n_white', 'n_recidive', 'c_felony'} -> {'risk_high'}",0.177,1.0
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'male', 'n_white'} -> {'risk_high'}",0.197,1.0
compas,"{'juv_fel=0', 'n_white', 'priors_Many'} -> {'risk_high'}",0.156,1.0
compas,"{'n_recidive', 'juv_fel=0', 'n_white', 'juv_misd=0', 'c_felony'} -> {'risk_high'}",0.164,1.0
compas,"{'n_white', 'juv_misd=0', 'n_recidive', 'c_felony'} -> {'risk_high'}",0.167,1.0
compas,"{'male', 'n_white', 'c_misdemeanor'} -> {'risk_high'}",0.154,1.0
compas,"{'n_white', 'priors_Many'} -> {'risk_high'}",0.173,1.0
compas,"{'n_white', 'Age (decade)_30.0'} -> {'risk_high'}",0.17,1.0
compas,"{'juv_fel=0', 'n_white', 'juv_misd=0', 'c_misdemeanor'} -> {'risk_high'}",0.171,1.0
compas,"{'n_recidive', 'juv_fel=0', 'male', 'white', 'juv_misd=0'} -> {'risk_low'}",0.169,0.966
compas,"{'white', 'male', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.169,0.963
compas,"{'juv_fel=0', 'male', 'white', 'n_recidive'} -> {'risk_low'}",0.17,0.96
compas,"{'juv_fel=0', 'white', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.22,0.958
compas,"{'white', 'male', 'n_recidive'} -> {'risk_low'}",0.17,0.957
compas,"{'white', 'juv_misd=0', 'n_recidive'} -> {'risk_low'}",0.22,0.955
compas,"{'white', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.221,0.953
compas,"{'white', 'n_recidive'} -> {'risk_low'}",0.221,0.951
compas,"{'recidive', 'priors_Many'} -> {'risk_high'}",0.163,0.935
compas,"{'Age (decade)_20.0', 'recidive', 'c_felony'} -> {'risk_high'}",0.157,0.926
compas,"{'male', 'priors_Many'} -> {'risk_high'}",0.184,0.907
compas,"{'c_felony', 'priors_Many'} -> {'risk_high'}",0.161,0.905
compas,{'priors_Many'} -> {'risk_high'},0.209,0.9
compas,"{'Age (decade)_20.0', 'recidive'} -> {'risk_high'}",0.212,0.899
compas,"{'juv_fel=0', 'priors_Few', 'white', 'juv_misd=0'} -> {'risk_low'}",0.178,0.899
compas,"{'juv_fel=0', 'male', 'priors_Many'} -> {'risk_high'}",0.165,0.897
compas,"{'male', 'juv_misd=0', 'priors_Many'} -> {'risk_high'}",0.154,0.896
compas,"{'juv_fel=0', 'Age (decade)_20.0', 'recidive'} -> {'risk_high'}",0.196,0.892
compas,"{'juv_fel=0', 'priors_Many'} -> {'risk_high'}",0.189,0.89
compas,"{'male', 'Age (decade)_20.0', 'recidive'} -> {'risk_high'}",0.177,0.889
compas,"{'juv_misd=0', 'priors_Many'} -> {'risk_high'}",0.176,0.888
compas,"{'white', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.178,0.887
compas,"{'Age (decade)_20.0', 'juv_misd=0', 'recidive'} -> {'risk_high'}",0.178,0.882
compas,"{'juv_fel=0', 'male', 'Age (decade)_20.0', 'recidive'} -> {'risk_high'}",0.162,0.879
compas,"{'juv_fel=0', 'juv_misd=0', 'priors_Many'} -> {'risk_high'}",0.162,0.879
compas,"{'juv_fel=0', 'Age (decade)_20.0', 'juv_misd=0', 'recidive'} -> {'risk_high'}",0.165,0.874
compas,"{'juv_fel=0', 'male', 'white', 'juv_misd=0'} -> {'risk_low'}",0.257,0.865
compas,"{'white', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.179,0.864
compas,"{'white', 'male', 'juv_misd=0'} -> {'risk_low'}",0.257,0.853
compas,"{'white', 'priors_Few'} -> {'risk_low'}",0.179,0.851
compas,"{'white', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.326,0.842
compas,"{'Age (decade)_20.0', 'c_felony'} -> {'risk_high'}",0.24,0.839
compas,"{'male', 'Age (decade)_20.0', 'c_felony'} -> {'risk_high'}",0.199,0.838
compas,"{'white', 'male', 'juv_fel=0'} -> {'risk_low'}",0.259,0.837
compas,"{'white', 'juv_misd=0'} -> {'risk_low'}",0.326,0.833
compas,"{'juv_fel=0', 'Age (decade)_20.0', 'c_felony'} -> {'risk_high'}",0.224,0.829
compas,"{'juv_fel=0', 'male', 'Age (decade)_20.0', 'c_felony'} -> {'risk_high'}",0.184,0.827
compas,"{'white', 'male'} -> {'risk_low'}",0.259,0.824
compas,"{'recidive', 'c_felony'} -> {'risk_high'}",0.281,0.824
compas,"{'white', 'juv_fel=0'} -> {'risk_low'}",0.328,0.821
compas,"{'Age (decade)_20.0', 'juv_misd=0', 'c_felony'} -> {'risk_high'}",0.208,0.821
compas,"{'male', 'recidive', 'c_felony'} -> {'risk_high'}",0.231,0.816
compas,"{'Age (decade)_20.0', 'juv_misd=0', 'c_felony', 'male'} -> {'risk_high'}",0.168,0.816
compas,{'white'} -> {'risk_low'},0.328,0.811
compas,"{'juv_fel=0', 'Age (decade)_20.0', 'juv_misd=0', 'c_felony'} -> {'risk_high'}",0.195,0.811
compas,"{'juv_fel=0', 'recidive', 'c_felony'} -> {'risk_high'}",0.255,0.809
compas,{'Age (decade)_20.0'} -> {'risk_high'},0.339,0.807
compas,"{'male', 'Age (decade)_20.0'} -> {'risk_high'}",0.276,0.807
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'Age (decade)_20.0', 'c_felony'} -> {'risk_high'}",0.156,0.804
compas,"{'juv_misd=0', 'recidive', 'c_felony'} -> {'risk_high'}",0.244,0.804
compas,"{'Age (decade)_20.0', 'priors_Few'} -> {'risk_high'}",0.178,0.802
