Dataset,Rule,support,confidence
compas,"{'juv_misd=0', 'n_white', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.239,1.0
compas,"{'Age (decade)_20.0', 'juv_misd=0', 'n_white'} -> {'risk_low'}",0.251,1.0
compas,"{'Age (decade)_20.0', 'juv_fel=0', 'n_white'} -> {'risk_low'}",0.269,1.0
compas,"{'Age (decade)_20.0', 'n_white'} -> {'risk_low'}",0.288,1.0
compas,"{'recidive', 'priors_Few', 'n_white'} -> {'risk_low'}",0.153,1.0
compas,"{'male', 'recidive', 'n_white', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.228,1.0
compas,"{'male', 'recidive', 'n_white', 'juv_misd=0'} -> {'risk_low'}",0.247,1.0
compas,"{'male', 'recidive', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.257,1.0
compas,"{'priors_Few', 'n_white', 'juv_fel=0', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.176,1.0
compas,"{'c_felony', 'priors_Few', 'n_white', 'juv_misd=0'} -> {'risk_low'}",0.184,1.0
compas,"{'male', 'priors_Few', 'n_white', 'juv_misd=0'} -> {'risk_low'}",0.222,1.0
compas,"{'male', 'priors_Few', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.229,1.0
compas,"{'male', 'priors_Few', 'n_white'} -> {'risk_low'}",0.239,1.0
compas,"{'male', 'priors_Few', 'n_white', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.152,1.0
compas,"{'male', 'priors_Few', 'n_white', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.155,1.0
compas,"{'male', 'c_felony', 'priors_Few', 'n_white'} -> {'risk_low'}",0.164,1.0
compas,"{'juv_misd=0', 'priors_Few', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.261,1.0
compas,"{'priors_Few', 'n_white', 'juv_misd=0'} -> {'risk_low'}",0.27,1.0
compas,"{'c_felony', 'priors_Few', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.186,1.0
compas,"{'c_felony', 'priors_Few', 'n_white'} -> {'risk_low'}",0.197,1.0
compas,"{'priors_Few', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.278,1.0
compas,"{'priors_Few', 'n_white'} -> {'risk_low'}",0.29,1.0
compas,"{'male', 'juv_misd=0', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.356,0.984
compas,"{'male', 'c_felony', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.224,0.983
compas,"{'male', 'n_recidive', 'juv_fel=0', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.221,0.983
compas,"{'male', 'n_recidive', 'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.187,0.983
compas,"{'male', 'n_recidive', 'priors_Few', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.186,0.983
compas,"{'male', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.36,0.982
compas,"{'male', 'n_recidive', 'priors_Few'} -> {'risk_low'}",0.193,0.981
compas,"{'male', 'n_recidive', 'juv_fel=0', 'priors_Few'} -> {'risk_low'}",0.191,0.981
compas,"{'male', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.364,0.978
compas,"{'male', 'n_recidive'} -> {'risk_low'}",0.373,0.977
compas,"{'male', 'c_felony', 'n_recidive'} -> {'risk_low'}",0.231,0.977
compas,"{'male', 'c_felony', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.226,0.977
compas,"{'male', 'juv_misd=0', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.24,0.969
compas,"{'male', 'juv_misd=0', 'c_misdemeanor'} -> {'risk_low'}",0.246,0.968
compas,"{'n_recidive', 'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.174,0.967
compas,"{'juv_misd=0', 'n_recidive', 'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.174,0.967
compas,"{'n_recidive', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.174,0.967
compas,"{'n_recidive', 'priors_No'} -> {'risk_low'}",0.174,0.967
compas,"{'male', 'n_recidive', 'juv_fel=0', 'juv_misd=0', 'white'} -> {'risk_low'}",0.171,0.966
compas,"{'male', 'juv_misd=0', 'n_recidive', 'white'} -> {'risk_low'}",0.171,0.963
compas,"{'male', 'c_misdemeanor', 'juv_fel=0'} -> {'risk_low'}",0.253,0.963
compas,"{'male', 'c_misdemeanor'} -> {'risk_low'}",0.261,0.962
compas,"{'juv_misd=0', 'n_recidive', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.177,0.959
compas,"{'male', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.197,0.958
compas,"{'male', 'juv_misd=0', 'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.197,0.958
compas,"{'male', 'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.197,0.958
compas,"{'male', 'priors_No'} -> {'risk_low'}",0.197,0.958
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.234,0.958
compas,"{'juv_misd=0', 'n_recidive', 'juv_fel=0', 'priors_Few'} -> {'risk_low'}",0.232,0.957
compas,"{'n_recidive', 'priors_Few'} -> {'risk_low'}",0.242,0.957
compas,"{'n_recidive', 'juv_fel=0', 'priors_Few'} -> {'risk_low'}",0.238,0.957
compas,"{'c_misdemeanor', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.178,0.956
compas,"{'male', 'white', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.172,0.955
compas,"{'c_misdemeanor', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.182,0.954
compas,"{'juv_misd=0', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.451,0.954
compas,"{'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.456,0.954
compas,"{'c_felony', 'n_recidive', 'priors_Few'} -> {'risk_low'}",0.154,0.953
compas,"{'n_recidive', 'c_misdemeanor'} -> {'risk_low'}",0.185,0.953
compas,"{'juv_misd=0', 'priors_Few', 'c_misdemeanor'} -> {'risk_low'}",0.152,0.952
compas,"{'c_felony', 'n_recidive', 'juv_fel=0', 'priors_Few'} -> {'risk_low'}",0.151,0.952
compas,"{'juv_misd=0', 'priors_Few', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.151,0.952
compas,"{'male', 'n_recidive', 'white'} -> {'risk_low'}",0.172,0.952
compas,"{'c_felony', 'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.278,0.952
compas,"{'juv_misd=0', 'n_recidive', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.274,0.951
compas,"{'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.462,0.95
compas,{'n_recidive'} -> {'risk_low'},0.471,0.95
compas,"{'male', 'juv_misd=0', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.355,0.949
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.304,0.949
compas,"{'juv_misd=0', 'c_misdemeanor'} -> {'risk_low'}",0.31,0.949
compas,"{'c_felony', 'n_recidive'} -> {'risk_low'}",0.286,0.948
compas,"{'male', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.364,0.948
compas,"{'c_felony', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.28,0.947
compas,"{'priors_Few', 'c_misdemeanor'} -> {'risk_low'}",0.16,0.943
compas,"{'c_misdemeanor', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.159,0.942
compas,"{'male', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.675,0.942
compas,{'c_misdemeanor'} -> {'risk_low'},0.327,0.941
compas,"{'c_misdemeanor', 'juv_fel=0'} -> {'risk_low'}",0.318,0.941
compas,"{'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.259,0.939
compas,{'priors_No'} -> {'risk_low'},0.259,0.939
compas,"{'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.259,0.939
compas,"{'priors_No', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.259,0.939
compas,"{'male', 'juv_misd=0'} -> {'risk_low'}",0.7,0.939
compas,"{'male', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.373,0.939
compas,"{'male', 'priors_Few', 'juv_fel=0', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.232,0.939
compas,"{'male', 'priors_Few'} -> {'risk_low'}",0.384,0.938
compas,"{'male', 'juv_misd=0', 'Age (decade)_30.0', 'juv_fel=0'} -> {'risk_low'}",0.179,0.938
compas,"{'male', 'c_felony', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.24,0.937
compas,"{'male', 'Age (decade)_30.0', 'juv_misd=0'} -> {'risk_low'}",0.187,0.935
compas,"{'male', 'juv_fel=0'} -> {'risk_low'}",0.715,0.933
compas,{'male'} -> {'risk_low'},0.75,0.931
compas,"{'male', 'Age (decade)_30.0', 'juv_fel=0'} -> {'risk_low'}",0.19,0.931
compas,"{'male', 'Age (decade)_30.0'} -> {'risk_low'}",0.202,0.93
compas,"{'male', 'juv_misd=0', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.435,0.927
compas,"{'juv_misd=0', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.43,0.926
compas,"{'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.441,0.926
compas,"{'male', 'c_felony', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.243,0.926
compas,"{'male', 'c_felony', 'priors_Few'} -> {'risk_low'}",0.253,0.925
compas,"{'Age (decade)_30.0', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.232,0.924
compas,"{'male', 'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.454,0.924
compas,"{'n_recidive', 'Age (decade)_20.0', 'juv_misd=0'} -> {'risk_low'}",0.156,0.923
compas,"{'Age (decade)_30.0', 'juv_misd=0'} -> {'risk_low'}",0.24,0.923
compas,"{'juv_misd=0', 'n_recidive', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.153,0.922
compas,"{'Age (decade)_30.0', 'juv_fel=0'} -> {'risk_low'}",0.245,0.921
compas,{'Age (decade)_30.0'} -> {'risk_low'},0.256,0.92
compas,"{'male', 'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.273,0.92
compas,"{'male', 'priors_Few', 'Age (decade)_20.0', 'juv_misd=0'} -> {'risk_low'}",0.154,0.919
compas,"{'male', 'Age (decade)_20.0', 'juv_misd=0'} -> {'risk_low'}",0.285,0.918
compas,{'priors_Few'} -> {'risk_low'},0.463,0.917
compas,"{'male', 'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.463,0.917
compas,"{'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.45,0.917
compas,"{'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.827,0.916
compas,"{'n_recidive', 'Age (decade)_20.0'} -> {'risk_low'}",0.165,0.916
compas,"{'male', 'c_felony'} -> {'risk_low'}",0.488,0.916
compas,"{'male', 'recidive', 'priors_Few', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.169,0.915
compas,{'juv_misd=0'} -> {'risk_low'},0.853,0.915
compas,"{'male', 'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.177,0.913
compas,"{'juv_misd=0', 'priors_Few', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.28,0.913
compas,"{'n_recidive', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.159,0.913
compas,"{'c_felony', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.289,0.913
compas,{'juv_fel=0'} -> {'risk_low'},0.872,0.909
compas,"{'male', 'juv_fel=0', 'juv_misd=0', 'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.188,0.908
compas,"{'male', 'Age (decade)_20.0'} -> {'risk_low'}",0.319,0.906
compas,"{'male', 'c_felony', 'Age (decade)_20.0', 'juv_misd=0'} -> {'risk_low'}",0.198,0.906
compas,"{'white', 'juv_misd=0', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.208,0.906
compas,"{'male', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.301,0.906
compas,"{'c_felony', 'priors_Few'} -> {'risk_low'}",0.303,0.905
compas,"{'c_felony', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.292,0.904
compas,"{'juv_misd=0', 'n_recidive', 'white'} -> {'risk_low'}",0.208,0.904
compas,"{'male', 'priors_Few', 'Age (decade)_20.0'} -> {'risk_low'}",0.171,0.903
compas,"{'male', 'priors_Few', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.163,0.901
compas,"{'c_felony', 'Age (decade)_30.0', 'juv_fel=0'} -> {'risk_low'}",0.156,0.9
compas,"{'male', 'recidive', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.32,0.899
compas,"{'male', 'recidive', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.182,0.898
compas,"{'c_felony', 'Age (decade)_30.0'} -> {'risk_low'}",0.163,0.898
compas,"{'male', 'recidive', 'priors_Few'} -> {'risk_low'}",0.191,0.898
compas,"{'c_felony', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.523,0.898
compas,"{'male', 'recidive', 'juv_misd=0'} -> {'risk_low'}",0.34,0.897
compas,"{'c_felony', 'juv_misd=0'} -> {'risk_low'}",0.543,0.896
compas,"{'white', 'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.209,0.896
compas,"{'male', 'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.222,0.895
compas,"{'male', 'c_felony', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.207,0.895
compas,"{'n_recidive', 'white'} -> {'risk_low'}",0.209,0.894
compas,"{'recidive', 'priors_Few', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.198,0.893
compas,"{'recidive', 'priors_Few', 'juv_misd=0'} -> {'risk_low'}",0.207,0.893
compas,{'c_felony'} -> {'risk_low'},0.582,0.891
compas,"{'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.554,0.891
compas,"{'male', 'recidive', 'juv_fel=0'} -> {'risk_low'}",0.351,0.89
compas,"{'male', 'recidive'} -> {'risk_low'}",0.377,0.89
compas,"{'male', 'priors_Many'} -> {'risk_low'}",0.169,0.889
compas,"{'Age (decade)_20.0', 'juv_misd=0'} -> {'risk_low'}",0.343,0.884
compas,"{'Age (decade)_20.0', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.33,0.884
compas,"{'priors_Few', 'Age (decade)_20.0', 'juv_misd=0'} -> {'risk_low'}",0.185,0.883
compas,"{'juv_misd=0', 'priors_Few', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.177,0.881
compas,"{'recidive', 'priors_Few'} -> {'risk_low'}",0.222,0.878
compas,"{'recidive', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.212,0.877
compas,"{'male', 'recidive', 'juv_fel=0', 'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.15,0.877
compas,"{'male', 'recidive', 'juv_fel=0', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.214,0.876
compas,"{'male', 'recidive', 'Age (decade)_20.0', 'juv_misd=0'} -> {'risk_low'}",0.16,0.875
compas,{'Age (decade)_20.0'} -> {'risk_low'},0.38,0.875
compas,"{'recidive', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.376,0.874
compas,"{'recidive', 'juv_misd=0'} -> {'risk_low'}",0.397,0.874
compas,"{'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.361,0.873
compas,"{'male', 'recidive', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.229,0.872
compas,"{'priors_Few', 'Age (decade)_20.0'} -> {'risk_low'}",0.204,0.87
compas,"{'c_felony', 'Age (decade)_20.0', 'juv_misd=0'} -> {'risk_low'}",0.231,0.868
compas,{'recidive'} -> {'risk_low'},0.437,0.868
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.22,0.867
compas,"{'male', 'recidive', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.237,0.867
compas,"{'male', 'recidive', 'c_felony'} -> {'risk_low'}",0.257,0.867
compas,"{'priors_Few', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.193,0.867
compas,"{'male', 'recidive', 'Age (decade)_20.0'} -> {'risk_low'}",0.186,0.866
compas,"{'recidive', 'juv_fel=0'} -> {'risk_low'}",0.41,0.866
compas,"{'male', 'recidive', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.173,0.865
compas,"{'c_felony', 'Age (decade)_20.0'} -> {'risk_low'}",0.257,0.863
compas,"{'male', 'white', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.263,0.863
compas,"{'c_felony', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.24,0.86
compas,"{'recidive', 'Age (decade)_20.0', 'juv_misd=0'} -> {'risk_low'}",0.187,0.854
compas,"{'recidive', 'Age (decade)_20.0', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.177,0.853
compas,"{'male', 'juv_misd=0', 'white'} -> {'risk_low'}",0.264,0.853
compas,{'priors_Many'} -> {'risk_low'},0.186,0.849
compas,"{'priors_Many', 'juv_misd=0'} -> {'risk_low'}",0.153,0.847
compas,"{'recidive', 'Age (decade)_20.0'} -> {'risk_low'}",0.216,0.847
compas,"{'recidive', 'juv_fel=0', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.249,0.845
compas,"{'recidive', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.265,0.845
compas,"{'recidive', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.202,0.844
compas,"{'priors_Many', 'juv_fel=0'} -> {'risk_low'}",0.163,0.843
compas,"{'recidive', 'c_felony'} -> {'risk_low'}",0.295,0.842
compas,"{'recidive', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.274,0.84
compas,"{'male', 'white', 'juv_fel=0'} -> {'risk_low'}",0.266,0.838
compas,"{'white', 'juv_misd=0', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.169,0.832
compas,"{'male', 'white'} -> {'risk_low'}",0.267,0.829
compas,"{'juv_misd=0', 'priors_Few', 'white'} -> {'risk_low'}",0.17,0.828
compas,"{'recidive', 'Age (decade)_20.0', 'c_felony'} -> {'risk_low'}",0.152,0.828
compas,"{'female', 'juv_misd=0'} -> {'risk_low'}",0.153,0.818
compas,"{'juv_misd=0', 'female', 'juv_fel=0'} -> {'risk_low'}",0.152,0.816
compas,"{'male', 'juv_fel=0', 'juv_misd=0', 'c_felony', 'white'} -> {'risk_low'}",0.152,0.816
compas,{'female'} -> {'risk_low'},0.159,0.814
compas,"{'female', 'juv_fel=0'} -> {'risk_low'}",0.157,0.812
compas,"{'white', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.172,0.809
compas,"{'juv_misd=0', 'juv_fel=0', 'white'} -> {'risk_low'}",0.318,0.807
compas,"{'priors_Few', 'white'} -> {'risk_low'}",0.173,0.806
compas,"{'male', 'juv_misd=0', 'white', 'c_felony'} -> {'risk_low'}",0.152,0.803
compas,"{'juv_misd=0', 'white'} -> {'risk_low'}",0.319,0.8
