Dataset,Rule,support,confidence
compas,"{'juv_fel=0', 'male', 'white', 'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.155,1.0
compas,"{'juv_fel=0', 'priors_Few', 'male', 'white'} -> {'risk_low'}",0.159,1.0
compas,"{'juv_misd=0', 'c_felony', 'priors_No', 'male'} -> {'risk_low'}",0.123,1.0
compas,"{'juv_misd=0', 'priors_Few', 'c_felony', 'white'} -> {'risk_low'}",0.134,1.0
compas,"{'juv_fel=0', 'c_felony', 'priors_Few', 'white'} -> {'risk_low'}",0.136,1.0
compas,"{'male', 'white', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.104,1.0
compas,"{'juv_fel=0', 'male', 'white', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.106,1.0
compas,"{'priors_Few', 'c_felony', 'male', 'white'} -> {'risk_low'}",0.107,1.0
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'Age (decade)_30.0'} -> {'risk_low'}",0.133,1.0
compas,"{'juv_fel=0', 'white', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.133,1.0
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor', 'white'} -> {'risk_low'}",0.151,1.0
compas,"{'n_recidive', 'juv_fel=0', 'c_felony', 'white'} -> {'risk_low'}",0.131,1.0
compas,"{'juv_misd=0', 'juv_fel=0', 'Age (decade)_30.0', 'priors_Few'} -> {'risk_low'}",0.127,1.0
compas,"{'n_recidive', 'white'} -> {'risk_low'}",0.23,0.998
compas,"{'n_recidive', 'juv_misd=0', 'white'} -> {'risk_low'}",0.228,0.998
compas,"{'priors_Few', 'juv_fel=0', 'white'} -> {'risk_low'}",0.208,0.997
compas,"{'juv_misd=0', 'priors_Few', 'white'} -> {'risk_low'}",0.205,0.997
compas,"{'n_recidive', 'male', 'white'} -> {'risk_low'}",0.171,0.997
compas,"{'n_recidive', 'juv_misd=0', 'male', 'white'} -> {'risk_low'}",0.17,0.997
compas,"{'priors_Few', 'male', 'white'} -> {'risk_low'}",0.161,0.997
compas,"{'juv_misd=0', 'priors_Few', 'male', 'white'} -> {'risk_low'}",0.157,0.997
compas,"{'juv_fel=0', 'c_misdemeanor', 'white'} -> {'risk_low'}",0.154,0.996
compas,"{'juv_fel=0', 'c_felony', 'priors_No'} -> {'risk_low'}",0.151,0.996
compas,"{'juv_misd=0', 'c_felony', 'priors_No'} -> {'risk_low'}",0.151,0.996
compas,"{'c_felony', 'priors_No'} -> {'risk_low'}",0.151,0.996
compas,"{'juv_misd=0', 'c_misdemeanor', 'white'} -> {'risk_low'}",0.151,0.996
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony', 'priors_No'} -> {'risk_low'}",0.151,0.996
compas,"{'juv_misd=0', 'priors_Few', 'c_misdemeanor'} -> {'risk_low'}",0.15,0.996
compas,"{'n_recidive', 'juv_misd=0', 'Age (decade)_30.0'} -> {'risk_low'}",0.136,0.996
compas,"{'n_recidive', 'Age (decade)_30.0', 'juv_fel=0'} -> {'risk_low'}",0.135,0.996
compas,"{'juv_misd=0', 'Age (decade)_30.0', 'priors_Few'} -> {'risk_low'}",0.128,0.996
compas,"{'female', 'n_recidive'} -> {'risk_low'}",0.119,0.995
compas,"{'female', 'juv_fel=0', 'n_recidive'} -> {'risk_low'}",0.118,0.995
compas,"{'n_recidive', 'priors_Few', 'white'} -> {'risk_low'}",0.118,0.995
compas,"{'female', 'juv_misd=0', 'n_recidive'} -> {'risk_low'}",0.117,0.995
compas,"{'juv_misd=0', 'priors_Few', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.117,0.995
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'female'} -> {'risk_low'}",0.117,0.995
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few', 'white'} -> {'risk_low'}",0.117,0.995
compas,"{'c_misdemeanor', 'male', 'white'} -> {'risk_low'}",0.109,0.995
compas,"{'juv_misd=0', 'c_misdemeanor', 'male', 'white'} -> {'risk_low'}",0.107,0.995
compas,"{'priors_Few', 'white'} -> {'risk_low'}",0.21,0.995
compas,"{'juv_misd=0', 'priors_No', 'male'} -> {'risk_low'}",0.209,0.995
compas,"{'juv_misd=0', 'juv_fel=0', 'priors_No', 'male'} -> {'risk_low'}",0.209,0.995
compas,"{'juv_fel=0', 'priors_No', 'male'} -> {'risk_low'}",0.209,0.995
compas,"{'priors_No', 'male'} -> {'risk_low'}",0.209,0.995
compas,"{'n_recidive', 'juv_misd=0', 'Age (decade)_30.0', 'male'} -> {'risk_low'}",0.104,0.995
compas,"{'n_recidive', 'juv_fel=0', 'Age (decade)_30.0', 'male'} -> {'risk_low'}",0.104,0.995
compas,"{'juv_fel=0', 'priors_No'} -> {'risk_low'}",0.279,0.994
compas,{'priors_No'} -> {'risk_low'},0.279,0.994
compas,"{'juv_misd=0', 'priors_No'} -> {'risk_low'}",0.278,0.994
compas,"{'juv_misd=0', 'juv_fel=0', 'priors_No'} -> {'risk_low'}",0.278,0.994
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.182,0.994
compas,"{'c_misdemeanor', 'white'} -> {'risk_low'}",0.154,0.993
compas,"{'juv_fel=0', 'male', 'white'} -> {'risk_low'}",0.294,0.993
compas,"{'juv_misd=0', 'juv_fel=0', 'male', 'white'} -> {'risk_low'}",0.288,0.993
compas,"{'juv_misd=0', 'juv_fel=0', 'Age (decade)_40.0'} -> {'risk_low'}",0.14,0.992
compas,"{'n_recidive', 'juv_fel=0', 'priors_No', 'male'} -> {'risk_low'}",0.132,0.992
compas,"{'n_recidive', 'juv_misd=0', 'priors_No', 'male'} -> {'risk_low'}",0.132,0.992
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'priors_No'} -> {'risk_low'}",0.132,0.992
compas,"{'n_recidive', 'priors_No', 'male'} -> {'risk_low'}",0.132,0.992
compas,"{'Age (decade)_30.0', 'priors_Few'} -> {'risk_low'}",0.131,0.992
compas,"{'n_recidive', 'juv_fel=0', 'c_misdemeanor', 'male', 'juv_misd=0'} -> {'risk_low'}",0.127,0.992
compas,"{'juv_fel=0', 'c_misdemeanor', 'priors_No'} -> {'risk_low'}",0.127,0.992
compas,"{'c_misdemeanor', 'priors_No'} -> {'risk_low'}",0.127,0.992
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor', 'priors_No'} -> {'risk_low'}",0.127,0.992
compas,"{'juv_misd=0', 'c_misdemeanor', 'priors_No'} -> {'risk_low'}",0.127,0.992
compas,"{'n_recidive', 'priors_No'} -> {'risk_low'}",0.185,0.991
compas,"{'n_recidive', 'juv_fel=0', 'priors_No'} -> {'risk_low'}",0.185,0.991
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'priors_No'} -> {'risk_low'}",0.185,0.991
compas,"{'n_recidive', 'juv_misd=0', 'priors_No'} -> {'risk_low'}",0.185,0.991
compas,"{'n_recidive', 'juv_misd=0', 'c_misdemeanor'} -> {'risk_low'}",0.183,0.991
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'white'} -> {'risk_low'}",0.119,0.991
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0', 'white'} -> {'risk_low'}",0.117,0.991
compas,"{'juv_misd=0', 'male', 'Age (decade)_40.0'} -> {'risk_low'}",0.115,0.991
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'n_white', 'priors_No'} -> {'risk_low'}",0.115,0.991
compas,"{'juv_misd=0', 'n_white', 'priors_No', 'male'} -> {'risk_low'}",0.115,0.991
compas,"{'juv_fel=0', 'n_white', 'priors_No', 'male'} -> {'risk_low'}",0.115,0.991
compas,"{'n_white', 'priors_No', 'male'} -> {'risk_low'}",0.115,0.991
compas,"{'Age (decade)_30.0', 'priors_Few', 'male'} -> {'risk_low'}",0.1,0.989
compas,"{'male', 'white'} -> {'risk_low'}",0.298,0.989
compas,"{'juv_fel=0', 'n_white', 'priors_No'} -> {'risk_low'}",0.148,0.989
compas,"{'juv_misd=0', 'n_white', 'priors_No'} -> {'risk_low'}",0.148,0.989
compas,"{'n_white', 'priors_No'} -> {'risk_low'}",0.148,0.989
compas,"{'juv_misd=0', 'juv_fel=0', 'n_white', 'priors_No'} -> {'risk_low'}",0.148,0.989
compas,"{'juv_misd=0', 'male', 'white'} -> {'risk_low'}",0.292,0.989
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'priors_Few'} -> {'risk_low'}",0.241,0.989
compas,"{'juv_misd=0', 'juv_fel=0', 'white'} -> {'risk_low'}",0.378,0.989
compas,"{'juv_fel=0', 'Age (decade)_40.0'} -> {'risk_low'}",0.141,0.989
compas,"{'juv_fel=0', 'c_felony', 'male', 'white'} -> {'risk_low'}",0.185,0.988
compas,"{'juv_fel=0', 'male', 'white', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.182,0.988
compas,"{'Age (decade)_20.0', 'priors_No'} -> {'risk_low'}",0.132,0.988
compas,"{'Age (decade)_20.0', 'juv_fel=0', 'priors_No'} -> {'risk_low'}",0.132,0.988
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0', 'priors_No'} -> {'risk_low'}",0.132,0.988
compas,"{'juv_misd=0', 'priors_No', 'Age (decade)_20.0'} -> {'risk_low'}",0.132,0.988
compas,"{'n_recidive', 'juv_misd=0', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.129,0.988
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.473,0.988
compas,"{'juv_fel=0', 'white'} -> {'risk_low'}",0.385,0.988
compas,"{'Age (decade)_20.0', 'white'} -> {'risk_low'}",0.124,0.987
compas,"{'Age (decade)_20.0', 'juv_fel=0', 'white'} -> {'risk_low'}",0.122,0.987
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.243,0.987
compas,"{'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.479,0.987
compas,"{'male', 'Age (decade)_40.0'} -> {'risk_low'}",0.116,0.986
compas,"{'juv_misd=0', 'white'} -> {'risk_low'}",0.382,0.986
compas,"{'c_felony', 'male', 'white'} -> {'risk_low'}",0.188,0.986
compas,"{'juv_misd=0', 'c_felony', 'male', 'white'} -> {'risk_low'}",0.184,0.986
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.184,0.986
compas,{'Age (decade)_50.0'} -> {'risk_low'},0.11,0.985
compas,"{'juv_misd=0', 'Age (decade)_50.0'} -> {'risk_low'}",0.11,0.985
compas,"{'juv_fel=0', 'Age (decade)_50.0'} -> {'risk_low'}",0.109,0.985
compas,"{'juv_misd=0', 'juv_fel=0', 'Age (decade)_50.0'} -> {'risk_low'}",0.109,0.985
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'male'} -> {'risk_low'}",0.356,0.985
compas,{'white'} -> {'risk_low'},0.389,0.985
compas,"{'n_recidive', 'Age (decade)_30.0'} -> {'risk_low'}",0.137,0.984
compas,"{'n_recidive', 'juv_misd=0', 'male'} -> {'risk_low'}",0.362,0.984
compas,"{'n_recidive', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.295,0.984
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.291,0.984
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.158,0.983
compas,"{'n_recidive', 'juv_fel=0', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.156,0.983
compas,"{'recidive', 'juv_fel=0', 'male', 'white'} -> {'risk_low'}",0.125,0.983
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few', 'male'} -> {'risk_low'}",0.186,0.983
compas,"{'juv_fel=0', 'male', 'white', 'juv_misd=0', 'recidive'} -> {'risk_low'}",0.12,0.982
compas,"{'n_recidive', 'juv_misd=0', 'c_felony', 'male'} -> {'risk_low'}",0.233,0.982
compas,"{'juv_fel=0', 'c_felony', 'white'} -> {'risk_low'}",0.231,0.982
compas,"{'juv_misd=0', 'Age (decade)_40.0'} -> {'risk_low'}",0.143,0.981
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.229,0.981
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony', 'white'} -> {'risk_low'}",0.228,0.981
compas,"{'juv_misd=0', 'juv_fel=0', 'priors_Few', 'male'} -> {'risk_low'}",0.358,0.981
compas,"{'n_recidive', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.246,0.981
compas,"{'n_recidive', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.295,0.98
compas,"{'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.479,0.98
compas,"{'n_recidive', 'Age (decade)_30.0', 'male'} -> {'risk_low'}",0.106,0.98
compas,"{'n_recidive', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.183,0.98
compas,"{'c_felony', 'white'} -> {'risk_low'}",0.234,0.98
compas,"{'juv_misd=0', 'c_felony', 'white'} -> {'risk_low'}",0.23,0.979
compas,"{'white', 'male', 'recidive'} -> {'risk_low'}",0.127,0.979
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few', 'n_white'} -> {'risk_low'}",0.127,0.979
compas,"{'juv_misd=0', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.45,0.979
compas,"{'n_recidive', 'juv_fel=0', 'juv_misd=0', 'priors_Few', 'n_white'} -> {'risk_low'}",0.125,0.979
compas,"{'n_recidive', 'male', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.122,0.978
compas,"{'juv_misd=0', 'recidive', 'male', 'white'} -> {'risk_low'}",0.122,0.978
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.12,0.978
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.307,0.978
compas,"{'n_recidive', 'juv_fel=0', 'c_felony', 'male'} -> {'risk_low'}",0.232,0.977
compas,"{'n_recidive', 'juv_fel=0', 'c_felony', 'priors_Few'} -> {'risk_low'}",0.16,0.977
compas,"{'n_recidive', 'juv_misd=0', 'n_white'} -> {'risk_low'}",0.25,0.977
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'n_white'} -> {'risk_low'}",0.246,0.976
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'recidive'} -> {'risk_low'}",0.174,0.976
compas,"{'n_recidive', 'c_felony'} -> {'risk_low'}",0.3,0.975
compas,"{'n_recidive', 'juv_fel=0', 'male'} -> {'risk_low'}",0.36,0.975
compas,{'n_recidive'} -> {'risk_low'},0.485,0.975
compas,"{'n_recidive', 'juv_fel=0', 'priors_Few', 'male'} -> {'risk_low'}",0.188,0.975
compas,"{'n_recidive', 'c_misdemeanor'} -> {'risk_low'}",0.185,0.974
compas,{'Age (decade)_40.0'} -> {'risk_low'},0.144,0.974
compas,"{'juv_misd=0', 'priors_Few', 'male'} -> {'risk_low'}",0.367,0.974
compas,"{'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.461,0.974
compas,"{'juv_misd=0', 'c_misdemeanor'} -> {'risk_low'}",0.312,0.973
compas,"{'n_recidive', 'juv_misd=0', 'n_white', 'male'} -> {'risk_low'}",0.192,0.973
compas,"{'n_recidive', 'priors_Few'} -> {'risk_low'}",0.249,0.972
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.229,0.972
compas,"{'juv_misd=0', 'juv_fel=0', 'recidive', 'white'} -> {'risk_low'}",0.151,0.972
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'n_white'} -> {'risk_low'}",0.188,0.972
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.243,0.972
compas,"{'n_recidive', 'juv_fel=0', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.128,0.971
compas,"{'n_recidive', 'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.164,0.971
compas,"{'n_recidive', 'c_felony', 'male'} -> {'risk_low'}",0.236,0.971
compas,"{'n_recidive', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.163,0.971
compas,"{'n_recidive', 'juv_fel=0', 'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.161,0.971
compas,"{'n_recidive', 'juv_fel=0', 'male', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.123,0.97
compas,"{'juv_fel=0', 'white', 'recidive'} -> {'risk_low'}",0.157,0.97
compas,"{'juv_misd=0', 'white', 'recidive'} -> {'risk_low'}",0.153,0.969
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony', 'priors_Few'} -> {'risk_low'}",0.302,0.969
compas,"{'n_recidive', 'male'} -> {'risk_low'}",0.366,0.968
compas,"{'juv_misd=0', 'c_misdemeanor', 'Age (decade)_20.0'} -> {'risk_low'}",0.115,0.968
compas,"{'n_recidive', 'male', 'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.13,0.968
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.113,0.968
compas,"{'juv_misd=0', 'juv_fel=0', 'priors_Few', 'recidive'} -> {'risk_low'}",0.21,0.967
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.127,0.967
compas,"{'white', 'recidive'} -> {'risk_low'}",0.159,0.967
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'n_white'} -> {'risk_low'}",0.203,0.966
compas,"{'juv_misd=0', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.234,0.966
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'c_felony', 'recidive'} -> {'risk_low'}",0.123,0.966
compas,"{'juv_misd=0', 'priors_Few', 'male', 'recidive'} -> {'risk_low'}",0.181,0.965
compas,"{'juv_fel=0', 'c_felony', 'priors_Few', 'male'} -> {'risk_low'}",0.256,0.965
compas,"{'n_recidive', 'juv_fel=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.165,0.965
compas,"{'juv_misd=0', 'priors_Few', 'c_felony', 'male'} -> {'risk_low'}",0.251,0.965
compas,"{'n_recidive', 'priors_Few', 'male'} -> {'risk_low'}",0.191,0.964
compas,"{'n_recidive', 'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.159,0.964
compas,"{'n_recidive', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.13,0.964
compas,"{'juv_fel=0', 'priors_Few', 'male'} -> {'risk_low'}",0.373,0.964
compas,"{'priors_Few', 'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.316,0.964
compas,"{'n_recidive', 'juv_fel=0', 'n_white', 'priors_Few'} -> {'risk_low'}",0.128,0.963
compas,"{'n_recidive', 'Age (decade)_20.0', 'juv_fel=0', 'juv_misd=0'} -> {'risk_low'}",0.157,0.963
compas,"{'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.467,0.963
compas,"{'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.311,0.963
compas,"{'n_recidive', 'priors_Few', 'c_felony', 'male'} -> {'risk_low'}",0.125,0.962
compas,"{'n_recidive', 'juv_fel=0', 'n_white'} -> {'risk_low'}",0.25,0.962
compas,"{'juv_misd=0', 'juv_fel=0', 'n_white', 'priors_Few'} -> {'risk_low'}",0.247,0.962
compas,"{'priors_Few', 'c_misdemeanor', 'juv_fel=0'} -> {'risk_low'}",0.151,0.962
compas,"{'female', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.173,0.961
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'n_white', 'recidive'} -> {'risk_low'}",0.106,0.961
compas,"{'juv_fel=0', 'male', 'priors_Few', 'c_felony', 'recidive'} -> {'risk_low'}",0.133,0.961
compas,"{'juv_fel=0', 'c_misdemeanor', 'priors_Few', 'male'} -> {'risk_low'}",0.118,0.96
compas,"{'n_recidive', 'juv_fel=0', 'male', 'c_felony', 'n_white'} -> {'risk_low'}",0.13,0.96
compas,"{'juv_misd=0', 'priors_Few', 'recidive'} -> {'risk_low'}",0.217,0.959
compas,"{'recidive', 'juv_fel=0', 'c_felony', 'white'} -> {'risk_low'}",0.101,0.959
compas,"{'female', 'juv_misd=0'} -> {'risk_low'}",0.175,0.958
compas,"{'juv_misd=0', 'priors_Few', 'n_white', 'male'} -> {'risk_low'}",0.211,0.958
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor', 'n_white'} -> {'risk_low'}",0.157,0.957
compas,"{'n_recidive', 'c_felony', 'n_white'} -> {'risk_low'}",0.169,0.957
compas,"{'priors_Few', 'c_misdemeanor'} -> {'risk_low'}",0.153,0.956
compas,"{'juv_misd=0', 'priors_Few', 'n_white'} -> {'risk_low'}",0.255,0.955
compas,"{'n_recidive', 'n_white'} -> {'risk_low'}",0.255,0.955
compas,"{'juv_misd=0', 'juv_fel=0', 'male', 'Age (decade)_20.0', 'priors_Few'} -> {'risk_low'}",0.15,0.955
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor', 'recidive'} -> {'risk_low'}",0.126,0.955
compas,"{'white', 'c_felony', 'recidive'} -> {'risk_low'}",0.102,0.955
compas,"{'n_recidive', 'Age (decade)_20.0', 'juv_misd=0', 'male'} -> {'risk_low'}",0.114,0.955
compas,"{'n_recidive', 'Age (decade)_20.0', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.101,0.954
compas,"{'juv_fel=0', 'juv_misd=0', 'priors_Few', 'c_felony', 'recidive'} -> {'risk_low'}",0.146,0.954
compas,"{'n_recidive', 'juv_fel=0', 'n_white', 'male'} -> {'risk_low'}",0.191,0.954
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'male', 'Age (decade)_20.0'} -> {'risk_low'}",0.112,0.954
compas,"{'n_recidive', 'priors_Few', 'n_white'} -> {'risk_low'}",0.131,0.953
compas,"{'juv_fel=0', 'priors_Few', 'male', 'recidive'} -> {'risk_low'}",0.185,0.953
compas,"{'priors_Few', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.119,0.952
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'c_felony', 'n_white'} -> {'risk_low'}",0.14,0.952
compas,"{'male', 'juv_misd=0', 'priors_Few', 'c_felony', 'recidive'} -> {'risk_low'}",0.129,0.952
compas,"{'juv_misd=0', 'c_misdemeanor', 'n_white'} -> {'risk_low'}",0.161,0.952
compas,"{'juv_fel=0', 'c_felony', 'priors_Few', 'recidive'} -> {'risk_low'}",0.156,0.95
compas,"{'female', 'juv_fel=0'} -> {'risk_low'}",0.176,0.95
compas,"{'n_recidive', 'c_felony', 'n_white', 'male'} -> {'risk_low'}",0.133,0.95
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0', 'priors_Few'} -> {'risk_low'}",0.184,0.95
compas,"{'juv_fel=0', 'c_misdemeanor', 'male', 'juv_misd=0', 'n_white'} -> {'risk_low'}",0.122,0.95
compas,"{'juv_fel=0', 'c_misdemeanor', 'male', 'juv_misd=0', 'recidive'} -> {'risk_low'}",0.102,0.949
compas,{'priors_Few'} -> {'risk_low'},0.478,0.949
compas,"{'juv_misd=0', 'c_misdemeanor', 'recidive'} -> {'risk_low'}",0.129,0.948
compas,"{'priors_Few', 'male'} -> {'risk_low'}",0.383,0.948
compas,"{'priors_Few', 'c_felony'} -> {'risk_low'}",0.325,0.946
compas,"{'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.313,0.946
compas,"{'n_recidive', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.161,0.946
compas,"{'priors_Few', 'c_felony', 'male'} -> {'risk_low'}",0.264,0.946
compas,"{'juv_fel=0', 'juv_misd=0', 'priors_Few', 'c_felony', 'n_white'} -> {'risk_low'}",0.17,0.946
