Dataset,Rule,support,confidence
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'white'} -> {'risk_low'}",0.195,0.857
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few', 'white'} -> {'risk_low'}",0.1,0.856
compas,"{'n_recidive', 'juv_fel=0', 'priors_Few', 'white'} -> {'risk_low'}",0.1,0.856
compas,"{'n_recidive', 'juv_fel=0', 'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.142,0.856
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor', 'white'} -> {'risk_low'}",0.129,0.856
compas,"{'n_recidive', 'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.145,0.856
compas,"{'n_recidive', 'juv_misd=0', 'white'} -> {'risk_low'}",0.196,0.855
compas,"{'n_recidive', 'juv_fel=0', 'white'} -> {'risk_low'}",0.196,0.855
compas,"{'n_recidive', 'white'} -> {'risk_low'}",0.197,0.854
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.409,0.854
compas,"{'juv_misd=0', 'c_misdemeanor', 'white'} -> {'risk_low'}",0.13,0.854
compas,"{'n_recidive', 'juv_misd=0'} -> {'risk_low'}",0.414,0.853
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'n_white'} -> {'risk_low'}",0.214,0.851
compas,"{'c_felony', 'priors_No', 'male'} -> {'risk_low'}",0.105,0.85
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'c_felony', 'priors_No'} -> {'risk_low'}",0.105,0.85
compas,"{'juv_misd=0', 'c_felony', 'priors_No', 'male'} -> {'risk_low'}",0.105,0.85
compas,"{'juv_fel=0', 'c_felony', 'priors_No', 'male'} -> {'risk_low'}",0.105,0.85
compas,"{'juv_fel=0', 'c_felony', 'priors_No'} -> {'risk_low'}",0.129,0.85
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony', 'priors_No'} -> {'risk_low'}",0.129,0.85
compas,"{'c_felony', 'priors_No'} -> {'risk_low'}",0.129,0.85
compas,"{'juv_misd=0', 'c_felony', 'priors_No'} -> {'risk_low'}",0.129,0.85
compas,"{'n_recidive', 'juv_misd=0', 'n_white'} -> {'risk_low'}",0.218,0.85
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'male'} -> {'risk_low'}",0.307,0.849
compas,"{'n_recidive', 'juv_misd=0', 'male'} -> {'risk_low'}",0.311,0.847
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few', 'male'} -> {'risk_low'}",0.16,0.843
compas,"{'n_recidive', 'juv_fel=0'} -> {'risk_low'}",0.411,0.841
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.157,0.841
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.111,0.84
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.248,0.839
compas,"{'n_recidive', 'male', 'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.113,0.839
compas,"{'juv_fel=0', 'c_misdemeanor', 'white'} -> {'risk_low'}",0.13,0.839
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.135,0.838
compas,"{'n_recidive', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.251,0.838
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.207,0.837
compas,{'n_recidive'} -> {'risk_low'},0.416,0.837
compas,"{'c_misdemeanor', 'white'} -> {'risk_low'}",0.13,0.836
compas,"{'n_recidive', 'juv_fel=0', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.133,0.836
compas,"{'n_recidive', 'juv_fel=0', 'male'} -> {'risk_low'}",0.309,0.836
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'priors_Few'} -> {'risk_low'}",0.203,0.835
compas,"{'n_recidive', 'juv_fel=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.143,0.835
compas,"{'n_recidive', 'male', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.104,0.835
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'n_white'} -> {'risk_low'}",0.161,0.834
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.102,0.833
compas,"{'n_recidive', 'Age (decade)_20.0', 'juv_fel=0', 'male'} -> {'risk_low'}",0.102,0.833
compas,"{'n_recidive', 'juv_misd=0', 'n_white', 'male'} -> {'risk_low'}",0.164,0.832
compas,"{'n_recidive', 'male'} -> {'risk_low'}",0.314,0.83
compas,"{'n_recidive', 'Age (decade)_20.0', 'male'} -> {'risk_low'}",0.105,0.829
compas,"{'n_recidive', 'juv_fel=0', 'n_white'} -> {'risk_low'}",0.215,0.829
compas,"{'n_recidive', 'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.141,0.828
compas,"{'n_recidive', 'juv_fel=0', 'male', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.193,0.828
compas,"{'n_recidive', 'c_felony', 'n_white'} -> {'risk_low'}",0.146,0.828
compas,"{'n_recidive', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.249,0.827
compas,"{'n_recidive', 'Age (decade)_20.0'} -> {'risk_low'}",0.144,0.826
compas,"{'n_recidive', 'juv_misd=0', 'c_felony', 'male'} -> {'risk_low'}",0.196,0.826
compas,"{'n_recidive', 'juv_fel=0', 'priors_Few', 'male'} -> {'risk_low'}",0.159,0.826
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.259,0.824
compas,"{'n_recidive', 'c_felony'} -> {'risk_low'}",0.253,0.822
compas,"{'n_recidive', 'priors_Few', 'male'} -> {'risk_low'}",0.163,0.822
compas,"{'n_recidive', 'n_white'} -> {'risk_low'}",0.22,0.822
compas,"{'juv_misd=0', 'c_misdemeanor'} -> {'risk_low'}",0.263,0.821
compas,"{'n_recidive', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.205,0.82
compas,"{'n_recidive', 'juv_misd=0', 'priors_Few', 'n_white'} -> {'risk_low'}",0.106,0.82
compas,"{'n_recidive', 'juv_fel=0', 'male', 'c_felony', 'n_white'} -> {'risk_low'}",0.111,0.82
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.193,0.818
compas,"{'n_recidive', 'juv_fel=0', 'c_felony', 'priors_Few'} -> {'risk_low'}",0.134,0.818
compas,"{'n_recidive', 'priors_Few'} -> {'risk_low'}",0.209,0.818
compas,"{'n_recidive', 'juv_fel=0', 'c_felony', 'white'} -> {'risk_low'}",0.107,0.817
compas,"{'n_recidive', 'juv_fel=0', 'c_felony', 'male'} -> {'risk_low'}",0.194,0.817
compas,"{'n_recidive', 'juv_fel=0', 'juv_misd=0', 'priors_Few', 'n_white'} -> {'risk_low'}",0.104,0.817
compas,"{'n_recidive', 'juv_fel=0', 'white', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.106,0.817
compas,"{'n_recidive', 'juv_fel=0', 'male', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.104,0.816
compas,"{'n_recidive', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.137,0.816
compas,"{'n_recidive', 'c_felony', 'white'} -> {'risk_low'}",0.107,0.815
compas,"{'n_recidive', 'juv_misd=0', 'c_felony', 'white'} -> {'risk_low'}",0.107,0.814
compas,"{'juv_misd=0', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.197,0.814
compas,"{'female', 'juv_misd=0'} -> {'risk_low'}",0.149,0.813
compas,"{'n_recidive', 'priors_Few', 'c_felony', 'male'} -> {'risk_low'}",0.106,0.812
compas,"{'n_recidive', 'c_felony', 'n_white', 'male'} -> {'risk_low'}",0.114,0.811
compas,"{'female', 'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.146,0.811
compas,"{'n_recidive', 'c_felony', 'male'} -> {'risk_low'}",0.197,0.811
compas,"{'n_recidive', 'juv_fel=0', 'n_white', 'male'} -> {'risk_low'}",0.162,0.81
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor', 'priors_Few'} -> {'risk_low'}",0.119,0.802
compas,"{'juv_misd=0', 'priors_Few', 'c_misdemeanor'} -> {'risk_low'}",0.121,0.802
compas,"{'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.265,0.802
compas,"{'n_recidive', 'n_white', 'male'} -> {'risk_low'}",0.166,0.801
compas,{'female'} -> {'risk_low'},0.15,0.798
compas,"{'n_recidive', 'juv_misd=0', 'juv_fel=0', 'Age (decade)_30.0'} -> {'risk_low'}",0.106,0.797
compas,{'c_misdemeanor'} -> {'risk_low'},0.269,0.796
compas,"{'n_recidive', 'Age (decade)_30.0', 'juv_fel=0'} -> {'risk_low'}",0.108,0.796
compas,"{'female', 'juv_fel=0'} -> {'risk_low'}",0.147,0.795
compas,"{'juv_fel=0', 'c_misdemeanor', 'male'} -> {'risk_low'}",0.198,0.795
compas,"{'juv_misd=0', 'juv_fel=0', 'c_misdemeanor', 'n_white'} -> {'risk_low'}",0.13,0.795
compas,"{'n_recidive', 'juv_misd=0', 'Age (decade)_30.0'} -> {'risk_low'}",0.108,0.793
compas,"{'juv_misd=0', 'c_misdemeanor', 'n_white'} -> {'risk_low'}",0.134,0.792
compas,"{'n_recidive', 'juv_fel=0', 'n_white', 'priors_Few'} -> {'risk_low'}",0.105,0.789
compas,"{'c_misdemeanor', 'male'} -> {'risk_low'}",0.202,0.788
compas,"{'n_recidive', 'Age (decade)_30.0'} -> {'risk_low'}",0.109,0.786
compas,"{'priors_Few', 'c_misdemeanor', 'juv_fel=0'} -> {'risk_low'}",0.123,0.785
compas,"{'Age (decade)_20.0', 'juv_fel=0', 'c_misdemeanor'} -> {'risk_low'}",0.101,0.785
compas,"{'juv_misd=0', 'juv_fel=0', 'priors_Few', 'white'} -> {'risk_low'}",0.16,0.785
compas,"{'Age (decade)_20.0', 'c_misdemeanor'} -> {'risk_low'}",0.102,0.784
compas,"{'n_recidive', 'priors_Few', 'n_white'} -> {'risk_low'}",0.108,0.783
compas,"{'juv_fel=0', 'male', 'white', 'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.121,0.783
compas,"{'priors_Few', 'c_misdemeanor'} -> {'risk_low'}",0.125,0.783
compas,"{'juv_misd=0', 'priors_Few', 'white'} -> {'risk_low'}",0.161,0.782
compas,"{'juv_misd=0', 'Age (decade)_30.0', 'priors_Few'} -> {'risk_low'}",0.101,0.782
compas,"{'juv_misd=0', 'priors_Few', 'male', 'white'} -> {'risk_low'}",0.122,0.779
compas,"{'Age (decade)_30.0', 'priors_Few'} -> {'risk_low'}",0.103,0.779
compas,"{'Age (decade)_30.0', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.101,0.778
compas,"{'juv_misd=0', 'juv_fel=0', 'male', 'white'} -> {'risk_low'}",0.225,0.776
compas,"{'priors_Few', 'juv_fel=0', 'white'} -> {'risk_low'}",0.162,0.774
compas,"{'juv_misd=0', 'juv_fel=0', 'white'} -> {'risk_low'}",0.296,0.773
compas,"{'juv_fel=0', 'priors_Few', 'male', 'white'} -> {'risk_low'}",0.123,0.772
compas,"{'priors_Few', 'white'} -> {'risk_low'}",0.163,0.771
compas,"{'juv_fel=0', 'c_misdemeanor', 'n_white'} -> {'risk_low'}",0.136,0.769
compas,"{'priors_Few', 'male', 'white'} -> {'risk_low'}",0.124,0.768
compas,"{'juv_misd=0', 'male', 'white'} -> {'risk_low'}",0.227,0.768
compas,"{'juv_misd=0', 'white'} -> {'risk_low'}",0.297,0.768
compas,"{'juv_fel=0', 'male', 'white'} -> {'risk_low'}",0.227,0.766
compas,"{'juv_misd=0', 'c_misdemeanor', 'n_white', 'male'} -> {'risk_low'}",0.102,0.765
compas,"{'c_misdemeanor', 'n_white'} -> {'risk_low'}",0.139,0.763
compas,"{'juv_fel=0', 'white'} -> {'risk_low'}",0.298,0.762
compas,"{'male', 'white'} -> {'risk_low'}",0.228,0.759
compas,{'white'} -> {'risk_low'},0.299,0.757
compas,"{'juv_misd=0', 'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.348,0.756
compas,"{'juv_misd=0', 'juv_fel=0', 'Age (decade)_40.0'} -> {'risk_low'}",0.107,0.755
compas,"{'juv_misd=0', 'priors_Few'} -> {'risk_low'}",0.357,0.754
compas,"{'juv_fel=0', 'Age (decade)_40.0'} -> {'risk_low'}",0.107,0.753
compas,"{'juv_misd=0', 'juv_fel=0', 'priors_Few', 'male'} -> {'risk_low'}",0.274,0.751
compas,"{'juv_misd=0', 'juv_fel=0'} -> {'risk_low'}",0.682,0.751
compas,"{'juv_misd=0', 'priors_Few', 'male'} -> {'risk_low'}",0.282,0.747
compas,"{'juv_misd=0', 'c_misdemeanor', 'recidive'} -> {'risk_low'}",0.101,0.745
compas,"{'juv_misd=0', 'Age (decade)_40.0'} -> {'risk_low'}",0.108,0.743
compas,{'juv_misd=0'} -> {'risk_low'},0.697,0.742
compas,"{'juv_fel=0', 'c_misdemeanor', 'n_white', 'male'} -> {'risk_low'}",0.104,0.74
compas,"{'juv_fel=0', 'c_felony', 'priors_Few', 'white'} -> {'risk_low'}",0.1,0.74
compas,{'Age (decade)_40.0'} -> {'risk_low'},0.109,0.739
compas,"{'priors_Few', 'juv_fel=0'} -> {'risk_low'}",0.358,0.738
compas,"{'priors_Few', 'c_felony', 'white'} -> {'risk_low'}",0.101,0.738
compas,"{'juv_misd=0', 'juv_fel=0', 'male'} -> {'risk_low'}",0.536,0.736
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony', 'priors_Few'} -> {'risk_low'}",0.229,0.734
compas,"{'juv_misd=0', 'juv_fel=0', 'n_white'} -> {'risk_low'}",0.386,0.734
compas,{'priors_Few'} -> {'risk_low'},0.369,0.734
compas,"{'juv_misd=0', 'juv_fel=0', 'n_white', 'priors_Few'} -> {'risk_low'}",0.188,0.734
compas,"{'c_misdemeanor', 'n_white', 'male'} -> {'risk_low'}",0.107,0.732
compas,"{'juv_misd=0', 'priors_Few', 'n_white'} -> {'risk_low'}",0.196,0.732
compas,"{'juv_fel=0', 'priors_Few', 'male'} -> {'risk_low'}",0.283,0.731
compas,{'juv_fel=0'} -> {'risk_low'},0.7,0.731
compas,"{'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.236,0.731
compas,"{'juv_misd=0', 'Age (decade)_30.0', 'juv_fel=0'} -> {'risk_low'}",0.176,0.727
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'n_white'} -> {'risk_low'}",0.153,0.727
compas,"{'juv_misd=0', 'male'} -> {'risk_low'}",0.549,0.725
compas,"{'priors_Few', 'male'} -> {'risk_low'}",0.293,0.725
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'c_felony'} -> {'risk_low'}",0.182,0.725
compas,"{'juv_fel=0', 'juv_misd=0', 'priors_Few', 'c_felony', 'n_white'} -> {'risk_low'}",0.13,0.725
compas,"{'juv_misd=0', 'n_white'} -> {'risk_low'}",0.4,0.725
compas,"{'juv_misd=0', 'priors_Few', 'n_white', 'male'} -> {'risk_low'}",0.159,0.724
compas,"{'juv_misd=0', 'juv_fel=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.269,0.723
compas,"{'juv_misd=0', 'priors_Few', 'c_felony', 'n_white'} -> {'risk_low'}",0.136,0.721
compas,"{'juv_misd=0', 'priors_Few', 'c_felony', 'male'} -> {'risk_low'}",0.188,0.721
compas,"{'juv_fel=0', 'c_misdemeanor', 'recidive'} -> {'risk_low'}",0.104,0.721
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony', 'white'} -> {'risk_low'}",0.167,0.72
compas,"{'juv_misd=0', 'Age (decade)_30.0'} -> {'risk_low'}",0.181,0.718
compas,"{'Age (decade)_30.0', 'juv_fel=0'} -> {'risk_low'}",0.182,0.717
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'priors_Few', 'c_felony', 'n_white'} -> {'risk_low'}",0.106,0.717
compas,"{'juv_fel=0', 'male', 'white', 'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.132,0.717
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0', 'n_white'} -> {'risk_low'}",0.182,0.716
compas,"{'juv_fel=0', 'male'} -> {'risk_low'}",0.553,0.716
compas,"{'priors_Few', 'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.235,0.716
compas,"{'c_misdemeanor', 'recidive'} -> {'risk_low'}",0.106,0.715
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0', 'male'} -> {'risk_low'}",0.211,0.714
compas,"{'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.275,0.713
compas,"{'juv_fel=0', 'c_felony', 'white'} -> {'risk_low'}",0.168,0.713
compas,"{'juv_misd=0', 'c_felony', 'white'} -> {'risk_low'}",0.167,0.712
compas,"{'male', 'juv_misd=0', 'priors_Few', 'c_felony', 'n_white'} -> {'risk_low'}",0.111,0.712
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.423,0.712
compas,"{'priors_Few', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.196,0.711
compas,"{'priors_Few', 'c_felony'} -> {'risk_low'}",0.244,0.711
compas,"{'juv_fel=0', 'n_white'} -> {'risk_low'}",0.403,0.71
compas,"{'juv_misd=0', 'juv_fel=0', 'n_white', 'male'} -> {'risk_low'}",0.31,0.709
compas,"{'juv_fel=0', 'c_felony', 'male', 'white'} -> {'risk_low'}",0.133,0.708
compas,"{'juv_misd=0', 'c_felony', 'male', 'white'} -> {'risk_low'}",0.132,0.707
compas,"{'priors_Few', 'n_white'} -> {'risk_low'}",0.207,0.707
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.256,0.707
compas,"{'juv_misd=0', 'n_white', 'Age (decade)_20.0'} -> {'risk_low'}",0.188,0.706
compas,"{'juv_misd=0', 'juv_fel=0', 'Age (decade)_30.0', 'n_white'} -> {'risk_low'}",0.101,0.706
compas,"{'juv_fel=0', 'c_felony', 'priors_Few', 'male'} -> {'risk_low'}",0.187,0.706
compas,"{'c_felony', 'white'} -> {'risk_low'}",0.169,0.705
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony', 'Age (decade)_30.0'} -> {'risk_low'}",0.11,0.705
compas,"{'juv_misd=0', 'juv_fel=0', 'Age (decade)_30.0', 'male'} -> {'risk_low'}",0.137,0.705
compas,{'Age (decade)_30.0'} -> {'risk_low'},0.188,0.703
compas,"{'juv_fel=0', 'n_white', 'priors_Few', 'male'} -> {'risk_low'}",0.16,0.703
compas,{'male'} -> {'risk_low'},0.571,0.703
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'male'} -> {'risk_low'}",0.217,0.702
compas,"{'juv_misd=0', 'c_felony'} -> {'risk_low'}",0.434,0.702
compas,"{'Age (decade)_30.0', 'c_felony', 'juv_fel=0'} -> {'risk_low'}",0.114,0.7
compas,"{'priors_Few', 'c_felony', 'male'} -> {'risk_low'}",0.195,0.699
compas,"{'c_felony', 'male', 'white'} -> {'risk_low'}",0.133,0.699
compas,"{'juv_fel=0', 'c_felony', 'n_white', 'priors_Few'} -> {'risk_low'}",0.134,0.699
compas,"{'juv_misd=0', 'n_white', 'male'} -> {'risk_low'}",0.322,0.698
compas,{'n_white'} -> {'risk_low'},0.422,0.697
compas,"{'juv_misd=0', 'Age (decade)_30.0', 'n_white'} -> {'risk_low'}",0.106,0.696
compas,"{'priors_Few', 'n_white', 'male'} -> {'risk_low'}",0.169,0.696
compas,"{'juv_misd=0', 'juv_fel=0', 'c_felony', 'male'} -> {'risk_low'}",0.343,0.696
compas,"{'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.266,0.695
compas,"{'juv_fel=0', 'Age (decade)_30.0', 'male'} -> {'risk_low'}",0.142,0.695
compas,"{'juv_misd=0', 'Age (decade)_30.0', 'male'} -> {'risk_low'}",0.141,0.694
compas,"{'juv_fel=0', 'c_felony'} -> {'risk_low'}",0.435,0.694
compas,"{'Age (decade)_30.0', 'n_white', 'juv_fel=0'} -> {'risk_low'}",0.106,0.694
compas,"{'juv_misd=0', 'juv_fel=0', 'male', 'Age (decade)_20.0', 'n_white'} -> {'risk_low'}",0.145,0.694
compas,"{'juv_misd=0', 'Age (decade)_30.0', 'c_felony'} -> {'risk_low'}",0.113,0.693
compas,"{'priors_Few', 'c_felony', 'n_white'} -> {'risk_low'}",0.143,0.693
compas,"{'juv_misd=0', 'juv_fel=0', 'male', 'Age (decade)_20.0', 'priors_Few'} -> {'risk_low'}",0.108,0.692
compas,"{'juv_fel=0', 'male', 'priors_Few', 'c_felony', 'n_white'} -> {'risk_low'}",0.11,0.69
compas,"{'Age (decade)_20.0', 'juv_fel=0'} -> {'risk_low'}",0.281,0.688
compas,"{'Age (decade)_30.0', 'c_felony'} -> {'risk_low'}",0.118,0.685
compas,"{'juv_fel=0', 'n_white', 'male'} -> {'risk_low'}",0.326,0.685
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0', 'priors_Few'} -> {'risk_low'}",0.133,0.684
compas,"{'juv_misd=0', 'c_felony', 'male'} -> {'risk_low'}",0.352,0.684
compas,"{'juv_fel=0', 'male', 'juv_misd=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.211,0.684
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'priors_Few', 'male'} -> {'risk_low'}",0.113,0.683
compas,"{'juv_fel=0', 'c_felony', 'n_white'} -> {'risk_low'}",0.267,0.683
compas,"{'priors_Few', 'c_felony', 'n_white', 'male'} -> {'risk_low'}",0.118,0.682
