Dataset,Rule,support,confidence
compas,"{'c_misdemeanor', 'juv_misd=0', 'white'} -> {'risk_low'}",0.127,0.807
compas,"{'Age (decade)_20.0', 'juv_misd=0', 'white'} -> {'risk_low'}",0.109,0.805
compas,"{'Age (decade)_20.0', 'priors_No'} -> {'risk_low'}",0.105,0.804
compas,"{'Age (decade)_20.0', 'priors_No', 'juv_fel=0'} -> {'risk_low'}",0.105,0.804
compas,"{'Age (decade)_20.0', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.105,0.804
compas,"{'juv_fel=0', 'priors_No', 'juv_misd=0', 'Age (decade)_20.0'} -> {'risk_low'}",0.105,0.804
compas,"{'juv_fel=0', 'c_felony', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.124,0.803
compas,"{'juv_fel=0', 'c_felony', 'priors_No'} -> {'risk_low'}",0.124,0.803
compas,"{'c_felony', 'priors_No', 'juv_misd=0'} -> {'risk_low'}",0.124,0.803
compas,"{'c_felony', 'priors_No'} -> {'risk_low'}",0.124,0.803
